id; lamport; mensagem
4;574;Happiness is the highest good
1;584;I think therefore I am
4;584;If men were born free, they would, so long as they remained free, form no conception of good and evil
3;588;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
2;591;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
4;597;We are too weak to discover the truth by reason alone
1;599;The function of prayer is not to influence God, but rather to change the nature of the one who prays
3;601;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
2;608;Science is what you know. Philosophy is what you don't know
1;612;Leisure is the mother of philosophy
4;614;All that is necessary for the triumph of evil is that good men do nothing
3;617;Whereof one cannot speak, thereof one must be silent
2;619;Virtue is nothing else than right reaso
1;625;There is but one truly serious philosophical problem, and that is suicide
4;629;Life must be understood backward. But it must be lived forward
2;631;The function of prayer is not to influence God, but rather to change the nature of the one who prays
3;631;Liberty consists in doing what one desires
1;639;Whereof one cannot speak, thereof one must be silent
4;641;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
3;646;We live in the best of all possible worlds
2;648;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
1;653;The brave man is he who overcomes not only his enemies but his pleasures
4;657;We are too weak to discover the truth by reason alone
3;661;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
2;664;Leisure is the mother of philosophy
1;668;It is one thing to show a man that he is in error, and another to put him in possession of truth
4;671;If men were born free, they would, so long as they remained free, form no conception of good and evil
3;674;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
2;675;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
1;682;Whereof one cannot speak, thereof one must be silent
4;684;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
2;689;Entities should not be multiplied unnecessarily
3;689;Is man merely a mistake of God's? Or God merely a mistake of man's
1;696;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
4;696;One cannot step twice in the same river
2;703;Only weak thinkers do not love the sky
3;707;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
1;711;If God did not exist, it would be necessary to invent Him
4;711;The greater the difficulty, the more glory in surmounting it
2;717;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
3;718;The greater the difficulty, the more glory in surmounting it
1;724;Liberty consists in doing what one desires
4;724;Only weak thinkers do not love the sky
2;727;All is for the best in the best of all possible worlds
3;728;The momentum of the mind can be vexingly, involuntarily capricious
1;737;All that is necessary for the triumph of evil is that good men do nothing
4;737;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
3;739;That man is wisest who, like Socrates, realizes that his wisdom is worthless
2;741;Even while they teach, men learn
4;750;It is the job of thinking people not to be on the side of the executioners
1;753;History is Philosophy teaching by examples
3;753;Philosophy is a battle against the bewitchment of our intelligence by means of language
2;754;We are what we repeatedly do. Excellence, then, is not an act, but a habit
4;763;Only one man ever understood me, and he didnt understand me
1;767;The mind is furnished with ideas by experience alon
2;770;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
3;771;That man is wisest who, like Socrates, realizes that his wisdom is worthless
4;777;It is the job of thinking people not to be on the side of the executioners
1;780;History is Philosophy teaching by examples
3;783;We live in the best of all possible worlds
2;784;Happiness is not an ideal of reason but of imagination
4;791;The only thing I know is that I know nothing
1;795;Man is the measure of all things
2;795;The unexamined life is not worth living
3;800;Man will never be free until the last king is strangled with the entrails of the last priest
4;805;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
2;808;He who thinks great thoughts, often makes great errors
1;810;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
3;815;There is only one good, knowledge, and one evil, ignorance
4;819;The function of prayer is not to influence God, but rather to change the nature of the one who prays
2;823;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
1;825;Science is what you know. Philosophy is what you don't know
3;825;It is one thing to show a man that he is in error, and another to put him in possession of truth
4;833;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
2;836;No man's knowledge here can go beyond his experience
1;838;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
3;840;Man will never be free until the last king is strangled with the entrails of the last priest
4;846;I would never die for my beliefs because I might be wrong
2;850;Man is condemned to be free
1;854;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
3;856;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
4;861;Good and evil, reward and punishment, are the only motives to a rational creature
2;865;Things alter for the worse spontaneously, if they be not altered for the better designedly
1;869;Religion is the sign of the oppressed ... it is the opium of the people
3;869;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
4;876;We live in the best of all possible worlds
2;880;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
1;883;Whereof one cannot speak, thereof one must be silent
3;883;The unexamined life is not worth living
4;890;Man is condemned to be free
2;894;The function of prayer is not to influence God, but rather to change the nature of the one who prays
3;898;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
1;900;Man is condemned to be free
4;905;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
2;909;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
3;912;Happiness is the highest good
1;915;History is Philosophy teaching by examples
4;919;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
2;923;Whereof one cannot speak, thereof one must be silent
3;927;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
1;930;We are too weak to discover the truth by reason alone
4;934;The only thing I know is that I know nothing
2;938;Things alter for the worse spontaneously, if they be not altered for the better designedly
3;942;Salvation not shared, is salvation wasted
1;946;One cannot step twice in the same river
4;950;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
2;953;What is rational is actual and what is actual is rational
3;957;I think therefore I am
1;961;To be is to be perceived
4;965;Man is the measure of all things
2;969;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
3;973;Leisure is the mother of philosophy
1;977;History honors the unique minority the majority cannot forget
4;981;No man's knowledge here can go beyond his experience
2;985;Man is born free, but is everywhere in chains
3;988;The momentum of the mind can be vexingly, involuntarily capricious
1;992;We are what we repeatedly do. Excellence, then, is not an act, but a habit
4;996;Only weak thinkers do not love the sky
3;999;Liberty consists in doing what one desires
2;1000;Man is the measure of all things
1;1007;One cannot step twice in the same river
4;1011;The function of prayer is not to influence God, but rather to change the nature of the one who prays
3;1013;Nothing is as it seems, but something is everything it is made out to be
2;1014;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
1;1020;Leisure is the mother of philosophy
4;1024;You can discover more about a person in an hour of play than in a year of conversation
2;1028;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
3;1028;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
1;1031;Whereof one cannot speak, thereof one must be silent
4;1038;The mind is furnished with ideas by experience alone
3;1042;All that is necessary for the triumph of evil is that good men do nothing
1;1046;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
2;1046;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
4;1053;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
3;1057;The unexamined life is not worth living
2;1061;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
1;1063;Salvation not shared, is salvation wasted
4;1068;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
3;1072;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
2;1074;We live in the best of all possible worlds
1;1079;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
4;1083;Whereof one cannot speak, thereof one must be silent
3;1087;One cannot conceive anything so strange and so implausible that it has not already been said by one philosopher or another
2;1091;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
1;1095;The function of prayer is not to influence God, but rather to change the nature of the one who prays
4;1099;What is rational is actual and what is actual is rational
3;1103;Religion is the sign of the oppressed ... it is the opium of the people
2;1107;All that is necessary for the triumph of evil is that good men do nothing
1;1111;I think therefore I am
4;1115;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
3;1119;Philosophy is a battle against the bewitchment of our intelligence by means of language
2;1123;Whatever is reasonable is true, and whatever is true is reasonable
1;1127;I can control my passions and emotions if I can understand their nature
4;1131;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
3;1134;If God did not exist, it would be necessary to invent Him
2;1138;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
1;1142;Liberty consists in doing what one desires
4;1146;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
3;1148;I can control my passions and emotions if I can understand their nature
2;1152;Entities should not be multiplied unnecessarily
1;1157;The unexamined life is not worth living
4;1161;All is for the best in the best of all possible worlds
2;1165;Happiness is not an ideal of reason but of imagination
3;1165;Whereof one cannot speak, thereof one must be silent
1;1172;He who thinks great thoughts, often makes great errors
4;1176;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
3;1180;Whatever is reasonable is true, and whatever is true is reasonable
2;1184;Man will never be free until the last king is strangled with the entrails of the last priest
1;1186;The mind is furnished with ideas by experience alone
4;1191;It is one thing to show a man that he is in error, and another to put him in possession of truth
3;1194;Philosophy is a battle against the bewitchment of our intelligence by means of language
2;1197;Good and evil, reward and punishment, are the only motives to a rational creature
1;1198;Entities should not be multiplied unnecessarily
4;1204;The greater the difficulty, the more glory in surmounting it
3;1208;Philosophers have hitherto only interpreted the world in various ways; the point, however, is to change it
1;1212;Man is the measure of all things
2;1212;The life of man (in a state of nature) is solitary, poor, nasty, brutish, and short
4;1219;Virtue is nothing else than right reaso
3;1222;A little philosophy inclineth man's mind to atheism; but depth in philosophy bringeth mens minds about to religion
2;1225;Is man merely a mistake of God's? Or God merely a mistake of man's
1;1226;He who thinks great thoughts, often makes great errors
4;1233;Salvation not shared, is salvation wasted
3;1235;All that is necessary for the triumph of evil is that good men do nothing
2;1239;There is but one truly serious philosophical problem, and that is suicide
1;1241;Nothing is as it seems, but something is everything it is made out to be
4;1246;History honors the unique minority the majority cannot forget
3;1249;Liberty consists in doing what one desires
2;1252;Liberty consists in doing what one desires
1;1254;We are what we repeatedly do. Excellence, then, is not an act, but a habit
4;1259;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
3;1262;The function of prayer is not to influence God, but rather to change the nature of the one who prays
1;1264;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
2;1265;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
4;1272;If you were born with the ability to change someones perspective or emotions, never waste that gift. It is one of the most powerful gifts God can give the ability to influence
3;1275;Serious thinkers are few, and the world is ruled by crude ideas
2;1277;Serious thinkers are few, and the world is ruled by crude ideas
1;1280;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
4;1285;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
2;1289;Salvation not shared, is salvation wasted
3;1289;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
1;1296;Nothing is as it seems, but something is everything it is made out to be
4;1300;All great thinkers are initially ridiculed  and eventually revered
2;1304;Science is what you know. Philosophy is what you don't know
1;1307;We are what we repeatedly do. Excellence, then, is not an act, but a habit
3;1307;There is but one truly serious philosophical problem, and that is suicide
2;1314;All is for the best in the best of all possible worlds
4;1314;The mind is furnished with ideas by experience alone
1;1318;The function of prayer is not to influence God, but rather to change the nature of the one who prays
3;1323;The only thing I know is that I know nothing
2;1327;All is for the best in the best of all possible worlds
4;1327;Leisure is the mother of philosophy
1;1333;Religion is the sign of the oppressed ... it is the opium of the people
3;1334;He who thinks great thoughts, often makes great errors
4;1340;Life must be understood backward. But it must be lived forward
1;1343;Metaphysics is a dark ocean without shores or lighthouse, strewn with many a philosophic wreck
2;1344;Liberty consists in doing what one desires
3;1348;Virtue is nothing else than right reaso
4;1353;Good and evil, reward and punishment, are the only motives to a rational creature
1;1357;Only weak thinkers do not love the sky
2;1357;Things alter for the worse spontaneously, if they be not altered for the better designedly
3;1360;There is only one thing a philosopher can be relied upon to do, and that is to contradict other philosophers
4;1367;Happiness lies in virtuous activity, and perfect happiness lies in the best activity, which is contemplative
2;1371;We live in the best of all possible worlds
1;1375;The mind is furnished with ideas by experience alon
3;1375;Nobody who says as little as he does is as simple as you'd think. It takes a lot to not say a lot, because when you're not talking, you're thinking, and he thinks a lot. My mum and dad talked all the time. Talkers don't think much; their words drown out any possibility of hearing their subconscious asking, Why did you say that? What do you really think
4;1382;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
2;1386;Leisure is the mother of philosophy
1;1389;Only one man ever understood me, and he didnt understand me
3;1390;Good and evil, reward and punishment, are the only motives to a rational creature
4;1396;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
2;1400;There is but one truly serious philosophical problem, and that is suicide
1;1404;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
3;1406;Only weak thinkers do not love the sky
4;1411;Liberty consists in doing what one desires
2;1415;All great thinkers are initially ridiculed  and eventually revered
1;1419;It is the job of thinking people not to be on the side of the executioners
3;1422;God is dead! He remains dead! And we have killed him
4;1426;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
1;1430;Man is born free, but is everywhere in chains
2;1430;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
3;1437;All that is necessary for the triumph of evil is that good men do nothing
4;1441;Morality is not the doctrine of how we may make ourselves happy, but of how we may make ourselves worthy of happiness
2;1445;Even while they teach, men learn
1;1447;God is dead! He remains dead! And we have killed him
3;1447;I would never die for my beliefs because I might be wrong
4;1455;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
2;1459;One cannot step twice in the same river
3;1459;I think therefore I am
1;1461;Freedom is secured not by the fulfilling of one's desires, but by the removal of desire
4;1469;Happiness is not an ideal of reason but of imagination
2;1473;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
3;1475;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
1;1477;There is but one truly serious philosophical problem, and that is suicide
4;1483;Even while they teach, men learn
2;1486;If God did not exist, it would be necessary to invent Him
3;1487;He who thinks great thoughts, often makes great errors
1;1491;The mind is furnished with ideas by experience alone
4;1497;Whereof one cannot speak, thereof one must be silent
3;1501;Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths
1;1505;Life must be understood backward. But it must be lived forward
2;1505;To do as one would be done by, and to love one's neighbour as oneself, constitute the ideal perfection of utilitarian morality
4;1512;Virtue is nothing else than right reaso
3;1515;What is rational is actual and what is actual is rational
2;1516;No man's knowledge here can go beyond his experience
1;1521;Life must be understood backward. But it must be lived forward
4;1526;We are what we repeatedly do. Excellence, then, is not an act, but a habit
2;1530;Salvation not shared, is salvation wasted
3;1530;Happiness is the highest good
1;1536;The mind is furnished with ideas by experience alon
4;1540;Man is born free, but is everywhere in chains
3;1543;All great thinkers are initially ridiculed  and eventually revered
2;1544;History honors the unique minority the majority cannot forget
1;1549;If God did not exist, it would be necessary to invent Him
4;1554;All is for the best in the best of all possible worlds
2;1556;God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us
3;1558;It is the job of thinking people not to be on the side of the executioners
1;1561;The greater the difficulty, the more glory in surmounting it
4;1567;Nothing is as it seems, but something is everything it is made out to be
2;1571;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
1;1575;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
3;1575;Virtue is nothing else than right reaso
4;1582;Even while they teach, men learn
2;1586;Life must be understood backward. But it must be lived forward
1;1590;All that is necessary for the triumph of evil is that good men do nothing
3;1590;If men were born free, they would, so long as they remained free, form no conception of good and evil
4;1597;There is but one truly serious philosophical problem, and that is suicide
2;1601;We are too weak to discover the truth by reason alone
3;1604;The mind is furnished with ideas by experience alone
1;1605;Liberty consists in doing what one desires
2;1611;I dont know why we are here, but Im pretty sure it is not in order to enjoy ourselves
4;1611;Leisure is the mother of philosophy
3;1617;Everything that exists is born for no reason, carries on living through weakness, and dies by accident
1;1621;Only one man ever understood me, and he didnt understand me
2;1625;Man is condemned to be free
4;1625;We are too weak to discover the truth by reason alone
3;1629;Salvation not shared, is salvation wasted
1;1631;No man's knowledge here can go beyond his experience
2;1638;You can discover more about a person in an hour of play than in a year of conversation
4;1638;The greater the difficulty, the more glory in surmounting it
1;1645;No man's knowledge here can go beyond his experience
3;1645;Life must be understood backward. But it must be lived forward
2;1652;One cannot step twice in the same river
4;1654;Whereof one cannot speak, thereof one must be silent
1;1658;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
3;1659;What is rational is actual and what is actual is rational
2;1665;If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things
1;1669;Whereof one cannot speak, thereof one must be silent
4;1669;It is undesirable to believe a proposition when there is no ground whatever for supposing it true
3;1672;It is wrong always, everywhere and for everyone, to believe anything upon insufficient evidence
2;1679;Only weak thinkers do not love the sky
1;1683;History is Philosophy teaching by examples
4;1683;Virtue is nothing else than right reaso
3;1689;Entities should not be multiplied unnecessarily
2;1693;This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities
4;1697;Entities should not be multiplied unnecessarily
1;1700;There is only one good, knowledge, and one evil, ignorance
3;1704;We live in the best of all possible worlds
2;1708;Is man merely a mistake of God's? Or God merely a mistake of man's
4;1712;There is but one truly serious philosophical problem, and that is suicide
1;1714;He who is unable to live in society, or who has no need because he is sufficient for himself, must be either a beast or a god
3;1719;Happiness is the highest good
2;1723;Philosophy is a battle against the bewitchment of our intelligence by means of language
4;1723;Philosophy is a battle against the bewitchment of our intelligence by means of language
1;1730;The mind is furnished with ideas by experience alone
3;1734;All is for the best in the best of all possible worlds
2;1738;No man's knowledge here can go beyond his experience
4;1742;The unexamined life is not worth living
1;1746;We are what we repeatedly do. Excellence, then, is not an act, but a habit
3;1750;Virtue is nothing else than right reaso
